6614	AOZf3t/jEe2cqXrvsXCCxA==	5	1969	mono-poly template.performance			Synth;None;		Francis Preve			1682040158	1721259498	1721259498	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6615	IpXqcPEREe2++3rvsXCCww==	5	7th 8ths	mono-poly template.performance			Rhythm Soft;Synth;		Francis Preve			1683929141	1721259499	1721259499	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6616	rhjB5PBOEe2UYXrvsXCCww==	5	Afterglow	mono-poly template.performance			Piano/Keys;Pad;		Francis Preve			1683845623	1722926814	1722926814	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6617	o5Ub5OulEe2akXrvsXCCww==	5	Agggro	mono-poly template.performance			Lead;None;		Francis Preve			1683333216	1722980437	1722980437	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6618	2doeROxdEe2IN3rvsXCCww==	5	Animepluck	mono-poly template.performance			Bell/Mallet;Gtr/Plucked;		Francis Preve			1683412334	1722561421	1722561421	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6619	LRQUjOrQEe26InrvsXCCww==	5	Autogeneration	mono-poly template.performance			Gtr/Plucked;Arpeggio;		Francis Preve			1683241534	1722472090	1722472090	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6620	sF/a2uekEe2l1nrvsXCCxA==	5	Big Polly	mono-poly template.performance			Synth;None;		Francis Preve			1682893003	1722561931	1722561931	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6621	cWqNlBkhEe63GnrvsXCCxA==	5	Biggerer	mono-poly template.performance			Lead;None;		Francis Preve			1688334192	1722591177	1722591177	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6622	1VyLfOO7Ee26r3rvsXCCxA==	5	Birth of Ambient	mono-poly template.performance			Soundscape;Pad;		Francis Preve			1682463139	1722591779	1722591779	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
6623	lHzWxubuEe2tF3rvsXCCxA==	5	Chopshifter	mono-poly template.performance			SFX;Just 4 Fun;		Francis Preve			1682814788	1722636053	1722636053	0		0	multi/poly	0	0	0	0		0	0	Mpx		1
