1604	MnRo5Of3Ee6vG3DNYKrNDg==	5	Cathedral Simple				Organ;None;		"Peter ""Ski"" Schwartz"			1711075938	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = darker sound	0	0	Arp2600		0
1605	h5r10FngEe+6t3DNYKrNDg==	5	Cathedral Simple (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600635	1723620340	1723620340	0		0	ART-Z 2600 (8v)	0	0	0	0	MW = darker sound	0	0	Arp2600		0
1606	8kqIHleNEe+xN3DNYKrNDg==	5	Cathedral Small				Organ;None;		"Peter ""Ski"" Schwartz"			1723345263	1723679855	1723679855	0		0	ART-Z 2600	0	0	0	0	MW = fades out higher pitched pipes	0	0	Arp2600		0
1607	jTbVDlngEe+E9XDNYKrNDg==	5	Cathedral Small (8v)				Organ;None;		"Peter ""Ski"" Schwartz"			1723600644	1723679819	1723679819	0		0	ART-Z 2600 (8v)	0	0	0	0	MW = fades out higher pitched pipes	0	0	Arp2600		0
1608	cRWQwle1Ee+Gr3DNYKrNDg==	5	Cathedral Wash				Pad;None;		"Peter ""Ski"" Schwartz"			1723362226	1723679865	1723679865	0		0	ART-Z 2600	0	0	0	0	"MW = adds VCO3 pulse wave and bends VCO3 up 1 oct

AT = filter swell"	0	0	Arp2600		0
1609	k9YlQFngEe+19nDNYKrNDg==	5	Cathedral Wash (8v)				Pad;None;		"Peter ""Ski"" Schwartz"			1723600655	1723679870	1723679870	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW = adds VCO3 pulse wave and bends VCO3 up 1 oct

AT = filter swell"	0	0	Arp2600		0
1610	HbWcYllDEe+iv3DNYKrNDg==	5	Choir Gate MW				Vocal/Airy;Pad;		"Peter ""Ski"" Schwartz"			1723533026	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = formant

FX1 Reverb (Early Reflections) is only used for ModWheel FX
"	0	0	Arp2600		0
1611	quVPNlngEe+pD3DNYKrNDg==	5	Choir Gate MW (8v)				Vocal/Airy;Pad;		"Peter ""Ski"" Schwartz"			1723600694	1723620349	1723620349	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW = formant

FX1 Reverb (Early Reflections) is only used for ModWheel FX
"	0	0	Arp2600		0
1612	os4pYlFwEe+IrnDNYKrNDg==	5	Clap 1 Wide				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1722672968	1723687720	1723687720	0		0	ART-Z 2600 Drums	0	0	0	0	MW = longer decay	0	0	Arp2600		0
1613	0jSUylEgEe+AQ3DNYKrNDg==	5	Clap 2 Bright/Hollow				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1722638687	1723687139	1723687139	0		0	ART-Z 2600 Drums	0	0	0	0	MW = shorter decay	0	0	Arp2600		0
